bill_id,model,session,classification,jurisdiction,jurisdiction_code,introduced_chamber,title,first_date,curated,has_ai_ads,has_government_scope,has_ai_governance_body,has_harmonization,ai_governance_body_names,excerpt_government_scope,excerpt_harmonization
TN_[113]_HB-2340,gpt-3.5-turbo-0125,113,['bill'],Tennessee,TN,House,"Consumer Protection - As introduced, creates a violation under the Tennessee Consumer Protection Act of 1977 for a person or entity that alters the appearance, action, or speech of an individual through the use of synthetic media in a communication that is knowingly distributed publicly with the intent to malign, slander, defame, or otherwise intentionally mislead the public and damage the reputation of the individual. - Amends TCA Title 2; Title 4; Title 8; Title 38; Title 39 and Title 47, Chapter 18.",2024-01-30,True,True,False,False,False,,,
TN_[113]_HB-2707,gpt-3.5-turbo-0125,113,['bill'],Tennessee,TN,House,"Consumer Protection - As introduced, requires a person to include a disclosure on certain content generated by artificial intelligence that the content was generated using artificial intelligence; makes it an unfair or deceptive act or practice under the Tennessee Consumer Protection Act of 1977 to distribute certain content generated using artificial intelligence without the required disclosure. - Amends TCA Title 47.",2024-01-30,True,True,False,False,False,,,
TN_[113]_SB-2530,gpt-3.5-turbo-0125,113,['bill'],Tennessee,TN,Senate,"Boards and Commissions - As introduced, creates the artificial intelligence advisory council to recommend an action plan to guide awareness, education, and usage of artificial intelligence in state government that aligns with the state’s policies and goals and that supports public employees in the efficient and effective delivery of customer service. - Amends TCA Title 4.",2024-01-29,True,True,True,False,False,,"creates the artificial intelligence advisory council to recommend an action plan to guide awareness, education, and usage of artificial intelligence in state government",
TN_[113]_SB-2535,gpt-3.5-turbo-0125,113,['bill'],Tennessee,TN,Senate,"Statutes and Codification - As introduced, defines ""life"" for statutory construction purposes to mean the condition that distinguishes animals and plants from inorganic matter, including the capacity for growth, reproduction, functional activity, and continual change preceding death; excludes from the definition artificial intelligence, a computer algorithm, a software program, computer hardware, or any type of machine. - Amends TCA Title 1.",2024-01-31,True,True,False,False,False,,,
TN_[113]_HB-2747,gpt-3.5-turbo-0125,113,['bill'],Tennessee,TN,House,"Finance and Administration, Dept. of - As introduced, enacts the ""Tennessee Artificial Intelligence Advisory Council Act."" - Amends TCA Title 4.",2024-01-31,True,True,True,False,False,,the advisory council is attached to the department of finance and administration for administrative purposes.,
TN_[113]_SB-2668,gpt-3.5-turbo-0125,113,['bill'],Tennessee,TN,Senate,"Sexual Offenses - As introduced, specifies that for the purposes of sexual exploitation of children offenses, the term ""material"" includes computer-generated images created, adapted, or modified by artificial intelligence; defines ""artificial intelligence."" - Amends TCA Title 39 and Title 40.",2024-01-25,True,True,False,False,False,,,
TN_[113]_SB-2678,gpt-3.5-turbo-0125,113,['bill'],Tennessee,TN,Senate,"Finance and Administration, Dept. of - As introduced, enacts the ""Tennessee Artificial Intelligence Advisory Council Act."" - Amends TCA Title 4.",2024-01-31,True,True,True,False,False,,the advisory council is attached to the department of finance and administration for administrative purposes.,
TN_[113]_HB-2817,gpt-3.5-turbo-0125,113,['bill'],Tennessee,TN,House,"Statutes and Codification - As introduced, defines ""life"" for statutory construction purposes to mean the condition that distinguishes animals and plants from inorganic matter, including the capacity for growth, reproduction, functional activity, and continual change preceding death; excludes from the definition artificial intelligence, a computer algorithm, a software program, computer hardware, or any type of machine. - Amends TCA Title 1.",2024-01-31,True,True,False,False,False,,,
GA_[2023_24]_HB-1245,gpt-3.5-turbo-0125,2023_24,['bill'],Georgia,GA,House,Law enforcement officers and agencies; facial recognition technology; provisions,2024-02-12,True,False,False,False,False,,,
NY_[2023-2024]_S-8305,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Senate,Enacts into law major components of legislation necessary to implement the state public protection and general government budget for the 2024-2025 state fiscal year,2024-01-17,True,True,False,True,False,Office Of Artificial Intelligence,,
NY_[2023-2024]_S-1298,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Senate,Relates to the use of voice recognition features on certain products,2023-01-11,True,False,False,False,False,,,
NY_[2023-2024]_A-5468,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,Relates to the use of voice recognition features on certain products,2023-03-10,True,False,False,False,False,,,
NY_[2023-2024]_A-9315,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,Relates to restricting the use of electronic monitoring and automated employment decision tools,2024-02-28,True,True,False,False,False,,,
NY_[2023-2024]_S-8755,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Senate,Enacts the New York artificial intelligence ethics commission act,2024-03-07,True,True,True,True,False,New York Artificial Intelligence Ethics Commission,"the commission shall consist of nine members: three appointed by the governor; two appointed by the temporary president of the senate; one appointed by the minority leader of the senate; two appointed by the speaker of the assembly; one appointed by the minority leader of the assembly, reflective of diverse expertise in ai technology, ethics, law, and public policy.",
NY_[2023-2024]_A-9430,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,Enacts the legislative oversight of automated decision-making in government act (LOADinG Act),2024-03-14,True,True,True,False,False,,enacts the legislative oversight of automated decision-making in government act (loading act) to regulate the use of automated decision-making systems and artificial intelligence techniques by state agencies.,
MN_[2023-2024]_HF-4662,gpt-3.5-turbo-0125,2023-2024,['bill'],Minnesota,MN,House,"Minnesota State Colleges and Universities faculty academic freedom protections established, artificial intelligence working group created, and report required.",2024-03-07,True,True,False,True,False,Minnesota State Colleges And Universities Artificial Intelligent Workgroup,,
MN_[2023-2024]_HF-3625,gpt-3.5-turbo-0125,2023-2024,['bill'],Minnesota,MN,House,"Deep fake election crime modified, and convicted person disqualified from holding elected office.",2024-02-13,True,False,False,False,False,,,
MN_[2023-2024]_SF-4029,gpt-3.5-turbo-0125,2023-2024,['bill'],Minnesota,MN,Senate,Deep fake election crime modification,2024-02-22,True,False,False,False,False,,,
MN_[2023-2024]_SF-4416,gpt-3.5-turbo-0125,2023-2024,['bill'],Minnesota,MN,Senate,Minnesota State Colleges and Universities faculty academic freedom protections establishment; artificial intelligence working group establishment,2024-02-29,True,True,False,True,False,Minnesota State Colleges And Universities Artificial Intelligent Workgroup,,
AZ_[56th-1st-regular]_SB-1565,gpt-3.5-turbo-0125,56th-1st-regular,['bill'],Arizona,AZ,Senate,ballot processing; electronic adjudication; limitation,2023-01-31,True,True,False,False,False,,,
AZ_[56th-2nd-regular]_SB-1360,gpt-3.5-turbo-0125,56th-2nd-regular,['bill'],Arizona,AZ,Senate,ballot processing; electronic adjudication; limitation,2024-01-25,True,True,False,False,False,,,
KY_[2023RS]_SB-239,gpt-3.5-turbo-0125,2023RS,['bill'],Kentucky,KY,Senate,AN ACT relating to violations of privacy.,2023-02-21,True,False,False,False,False,,,
MD_[2023]_HB-1034,gpt-3.5-turbo-0125,2023,['bill'],Maryland,MD,House,Public Safety - Artificial Intelligence Impact Advisory Board - Establishment,2023-02-10,True,True,False,False,False,,,
MD_[2023]_HB-996,gpt-3.5-turbo-0125,2023,['bill'],Maryland,MD,House,Artificial Intelligence - Implementation Causing Injury or Death - Civil and Criminal Liability,2023-02-10,True,True,False,False,False,,,
MD_[2023]_HB-1068,gpt-3.5-turbo-0125,2023,['bill'],Maryland,MD,House,Commission on Responsible Artificial Intelligence in Maryland,2023-02-10,True,True,True,False,False,,establishing the commission on responsible artificial intelligence in Maryland to study certain issues related to the use and regulation of artificial intelligence,
MD_[2023]_SB-192,gpt-3.5-turbo-0125,2023,['bill'],Maryland,MD,Senate,"Criminal Procedure - Facial Recognition Technology - Requirements, Procedures, and Prohibitions",2023-01-20,True,False,False,False,False,,,
MD_[2023]_HB-223,gpt-3.5-turbo-0125,2023,['bill'],Maryland,MD,House,"Criminal Procedure - Facial Recognition Technology - Requirements, Procedures, and Prohibitions",2023-01-23,True,False,False,False,False,,,
MD_[2023]_HB-720,gpt-3.5-turbo-0125,2023,['bill'],Maryland,MD,House,Labor and Employment - Prohibition on Use of Facial Recognition Services by Employers - Application,2023-02-07,True,False,True,False,False,,for the purpose of defining the term “employer” to include state and local governments,
MD_[2024]_HB-145,gpt-3.5-turbo-0125,2024,['bill'],Maryland,MD,House,Criminal Law - Deep Fake Representations and Revenge Porn,2023-10-05,True,False,False,False,False,,,
MD_[2024]_SB-1068,gpt-3.5-turbo-0125,2024,['bill'],Maryland,MD,Senate,Department of Information Technology - Evaluation and Development of a 3-1-1 Portal Using Artificial Intelligence,2024-02-02,True,True,False,False,False,,,
DE_[152]_HB-316,gpt-3.5-turbo-0125,152,['bill'],Delaware,DE,House,AN ACT TO AMEND TITLE 15 OF THE DELAWARE CODE RELATING TO DEEP FAKES IN ELECTIONS.,2024-02-29,True,False,False,False,False,,,
CT_[2024]_HB-5421,gpt-3.5-turbo-0125,2024,['bill'],Connecticut,CT,House,AN ACT CONCERNING UNLAWFUL DISSEMINATION OF INTIMATE IMAGES THAT ARE DIGITALLY ALTERED OR CREATED THROUGH THE USE OF ARTIFICIAL INTELLIGENCE.,2024-03-06,True,True,False,False,False,,,
CT_[2024]_HB-5450,gpt-3.5-turbo-0125,2024,['bill'],Connecticut,CT,House,"AN ACT CONCERNING ARTIFICIAL INTELLIGENCE, DECEPTIVE SYNTHETIC MEDIA AND ELECTIONS.",2024-03-07,True,True,False,False,False,,,
MA_[193rd]_SD-996,gpt-3.5-turbo-0125,193rd,['bill'],Massachusetts,MA,Senate,An Act establishing a commission on automated decision-making by government in the commonwealth,2023-01-19,True,True,True,False,False,,an act establishing a commission on automated decision-making by government in the commonwealth,
MA_[193rd]_HD-2261,gpt-3.5-turbo-0125,193rd,['bill'],Massachusetts,MA,House,An Act establishing a commission on automated decision-making by government in the Commonwealth,2023-01-20,True,True,True,False,False,,"there shall be a commission within the executive office of technology services and security for the purpose of studying and making recommendations relative to the use by the commonwealth of automated decision systems that may affect human welfare, including but not limited to the legal rights and privileges of individuals.",
MA_[193rd]_HD-4719,gpt-3.5-turbo-0125,193rd,['bill'],Massachusetts,MA,House,A report of the Executive Office of Economic Development (under Section 16G of Chapter 6A of the General Laws) submitting the Governor’s Economic Development Planning Council comprehensive economic development policy and strategic plan for the implementation of policy within the first year of taking office,2023-12-07,True,True,False,False,False,,,
MA_[193rd]_H-4024,gpt-3.5-turbo-0125,193rd,['bill'],Massachusetts,MA,House,An Act establishing a commission on automated decision-making by government in the Commonwealth,2023-08-03,True,True,True,False,False,,establishing a commission on automated decision-making by government in the commonwealth,
MA_[193rd]_H-4459,gpt-3.5-turbo-0125,193rd,['bill'],Massachusetts,MA,House,An Act relative to strengthening Massachusetts' economic leadership,2024-03-04,True,True,True,False,False,,"the bill will reauthorize the massworks infrastructure program to continue making investments in local infrastructure to unlock critical development projects in our communities; codify a rural community program and reauthorize the rural development fund; and establish a new tax credit to promote internships for young adults who attend our many colleges and universities so they are more likely to stay in massachusetts after completing their studies. we are again proposing a new tax credit for live theater productions to bolster our creative economy, as well as new reforms to the economic development incentive program (edip), both to make the edip tax credit a more effective tool to attract and retain jobs and to give local municipalities more autonomy to provide local tax incentives to spur capital investment and job creation. finally, we are proposing capital authorizations that will allow our quasi-public agencies to support other key sectors such as artificial intelligence, robotics and advanced manufacturing.",
MA_[193rd]_SD-2884,gpt-3.5-turbo-0125,193rd,['bill'],Massachusetts,MA,Senate,Economic Development Plan,2023-12-04,True,True,False,False,False,,,
MA_[193rd]_S-33,gpt-3.5-turbo-0125,193rd,['bill'],Massachusetts,MA,Senate,An Act establishing a commission on automated decision-making by government in the commonwealth,2023-02-16,True,True,True,False,False,,"there shall be a commission within the executive office of technology services and security for the purpose of studying and making recommendations relative to the use by the commonwealth of automated decision systems that may affect human welfare, including but not limited to the legal rights and privileges of individuals.",
CO_[2023A]_SB-23-032,gpt-3.5-turbo-0125,2023A,['bill'],Colorado,CO,Senate,Wildfire Detection Technology Pilot Program,2023-01-10,True,True,False,False,False,,,
VT_[2023-2024]_H-863,gpt-3.5-turbo-0125,2023-2024,['bill'],Vermont,VT,House,An act relating to recommendations on the education and potential harms of deepfake technology,2024-02-27,True,True,False,False,False,,,
IA_[2023-2024]_SF-2318,gpt-3.5-turbo-0125,2023-2024,['bill'],Iowa,IA,Senate,"A bill for an act relating to the publication of synthetic media concerning an election, and providing penalties.",2024-02-13,True,True,False,False,False,,,
IA_[2023-2024]_HF-2499,gpt-3.5-turbo-0125,2023-2024,['bill'],Iowa,IA,House,"A bill for an act relating to the publication of synthetic media concerning an election, and providing penalties.",2024-02-14,True,True,False,False,False,,,
IA_[2023-2024]_HF-2549,gpt-3.5-turbo-0125,2023-2024,['bill'],Iowa,IA,House,"A bill for an act relating to the conduct of elections, including the use of artificial intelligence and deceptive statements, and providing penalties.",2024-02-15,True,True,False,False,False,,,
OH_[135]_HB-410,gpt-3.5-turbo-0125,135,['bill'],Ohio,OH,House,Regulate dissemination of deepfake media to influence an election,2024-02-12,True,False,False,False,False,,,
OH_[135]_HB-367,gpt-3.5-turbo-0125,135,['bill'],Ohio,OH,House,"Regards unauthorized use of an individual's persona, deepfakes",2023-12-21,True,False,False,False,False,,,
OH_[135]_HB-401,gpt-3.5-turbo-0125,135,['bill'],Ohio,OH,House,Create the offense of nonconsensual distribution of a deepfake,2024-02-06,True,False,False,False,False,,,
IL_[103rd]_HB-4644,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,House,ELEC CD-DECEPTIVE MATERIAL,2024-01-31,True,False,False,False,False,,,
IL_[103rd]_SB-2741,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,Senate,CRIM CD-DEEPFAKE-MINOR-SEXUAL,2024-01-12,True,False,False,False,False,,,
LA_[2023]_SB-175,gpt-3.5-turbo-0125,2023,['bill'],Louisiana,LA,Senate,CRIME/PUNISHMENT: Criminalizes deepfakes involving minors and defines the rights to digital image and likeness. (8/1/23) (EN SEE FISC NOTE GF EX See Note),2023-03-31,True,False,False,False,False,,,
LA_[2024]_SB-118,gpt-3.5-turbo-0125,2024,['bill'],Louisiana,LA,Senate,INFORMATION TECHNOLOGY: Provides for registration of foundation models. (8/1/24),2024-02-28,True,True,False,False,False,,,
LA_[2024]_SB-97,gpt-3.5-turbo-0125,2024,['bill'],Louisiana,LA,Senate,POLITICAL CAMPAIGNS: Regulates the use of deep fakes and artificial intelligence technology in political advertising. (gov sig),2024-02-28,True,True,False,False,False,,,
LA_[2024]_SB-9,gpt-3.5-turbo-0125,2024,['bill'],Louisiana,LA,Senate,LIABILITY: Provides for civil liability for distributing certain synthetic media. (8/1/24),2024-02-25,True,False,False,False,False,,,
LA_[2024]_SB-217,gpt-3.5-turbo-0125,2024,['bill'],Louisiana,LA,Senate,"ELECTION CODE: Defines ""deep fake"" in the Election Code.  (8/1/24)",2024-03-01,True,False,False,False,False,,,
MS_[2024]_HB-1504,gpt-3.5-turbo-0125,2024,['bill'],Mississippi,MS,House,Campaign finance; revise various provisions of laws related to.,2024-02-19,True,False,False,False,False,,,
MS_[2024]_HB-1689,gpt-3.5-turbo-0125,2024,['bill'],Mississippi,MS,House,Election crime; create for dissemination of a deep fake within 90 days of an election.,2024-02-19,True,True,False,False,False,,,
MS_[2024]_SB-2423,gpt-3.5-turbo-0125,2024,['bill'],Mississippi,MS,Senate,Artificial intelligence; require disclosure when used in political advertisements.,2024-02-16,True,True,False,False,False,,,
MS_[2024]_HB-1267,gpt-3.5-turbo-0125,2024,['bill'],Mississippi,MS,House,Political communication; require to contain disclaimer if generated by artificial intelligence algorithms.,2024-02-15,True,True,False,False,False,,,
MS_[2024]_SB-2585,gpt-3.5-turbo-0125,2024,['bill'],Mississippi,MS,Senate,Campaign finance; reform.,2024-02-19,True,False,False,False,False,,,
NJ_[221]_A-1799,gpt-3.5-turbo-0125,221,['bill'],New Jersey,NJ,Assembly,Requires DOH to develop shared decision-making tool and establish maternal health care pilot program.,2024-01-09,True,False,False,False,False,,,
NJ_[221]_A-1892,gpt-3.5-turbo-0125,221,['bill'],New Jersey,NJ,Assembly,Prohibits deepfake pornography and imposes criminal and civil penalties for non-consensual disclosure.,2024-01-09,True,True,False,False,False,,,
NJ_[221]_A-3911,gpt-3.5-turbo-0125,221,['bill'],New Jersey,NJ,Assembly,Regulates use of artificial intelligence enabled video interview in hiring process.,2024-02-27,True,True,False,False,False,,,
NJ_[221]_A-3912,gpt-3.5-turbo-0125,221,['bill'],New Jersey,NJ,Assembly,Extends crime of identity theft to include fraudulent impersonation or false depiction by means of artificial intelligence or deepfake technology.,2024-02-27,True,True,False,False,False,,,
NJ_[220]_A-5333,gpt-3.5-turbo-0125,220,['bill'],New Jersey,NJ,Assembly,Prohibits deepfake pornography and imposes criminal and civil penalties for non-consensual disclosure.,2023-03-23,True,True,False,False,False,,,
NJ_[220]_S-3707,gpt-3.5-turbo-0125,220,['bill'],New Jersey,NJ,Senate,Prohibits deepfake pornography and imposes criminal and civil penalties for non-consensual disclosure.,2023-03-09,True,True,False,False,False,,,
SD_[2024]_SB-96,gpt-3.5-turbo-0125,2024,['bill'],South Dakota,SD,Senate,prohibit the use of a deepfake to influence an election and to provide a penalty therefor.,2024-01-18,True,True,False,False,False,,,
HI_[2023-Regular-Session]_SCR-179,gpt-3.5-turbo-0125,2023 Regular Session,['concurrent resolution'],Hawaii,HI,Senate,URGING CONGRESS TO BEGIN A DISCUSSION CONSIDERING THE BENEFITS AND RISKS OF ARTIFICIAL INTELLIGENCE TECHNOLOGIES.,2023-03-10,True,True,False,False,False,,,
HI_[2023-Regular-Session]_SR-123,gpt-3.5-turbo-0125,2023 Regular Session,['resolution'],Hawaii,HI,Senate,URGING CONGRESS TO BEGIN A DISCUSSION CONSIDERING THE BENEFITS AND RISKS OF ARTIFICIAL INTELLIGENCE TECHNOLOGIES.,2023-03-10,True,True,False,False,False,,,
HI_[2024]_HR-48,gpt-3.5-turbo-0125,2024,['resolution'],Hawaii,HI,House,URGING THE LEADERSHIP OF THE DEPARTMENT OF LAW ENFORCEMENT TO PERIODICALLY UNDERGO TRAINING ON CRIMES RELATING TO ARTIFICIAL INTELLIGENCE TECHNOLOGY.,2024-03-05,True,True,False,False,False,,,
HI_[2024]_HCR-65,gpt-3.5-turbo-0125,2024,['concurrent resolution'],Hawaii,HI,House,URGING THE LEADERSHIP OF THE DEPARTMENT OF LAW ENFORCEMENT TO PERIODICALLY UNDERGO TRAINING ON CRIMES RELATING TO ARTIFICIAL INTELLIGENCE TECHNOLOGY.,2024-03-05,True,True,False,False,False,,,
HI_[2024]_SCR-95,gpt-3.5-turbo-0125,2024,['concurrent resolution'],Hawaii,HI,Senate,"ENCOURAGING THE UNITED STATES CONGRESS TO PASS THE NURTURE ORIGINALS, FOSTER ART, AND KEEP ENTERTAINMENT SAFE ACT OF 2023 (NO FAKES ACT) AND THE NO ARTIFICIAL INTELLIGENCE FAKE REPLICAS AND UNAUTHORIZED DUPLICATIONS ACT OF 2024 (NO AI FRAUD ACT).",2024-03-08,True,True,False,False,False,,,
HI_[2024]_SR-81,gpt-3.5-turbo-0125,2024,['resolution'],Hawaii,HI,Senate,"ENCOURAGING THE UNITED STATES CONGRESS TO PASS THE NURTURE ORIGINALS, FOSTER ART, AND KEEP ENTERTAINMENT SAFE ACT OF 2023 (NO FAKES ACT) AND THE NO ARTIFICIAL INTELLIGENCE FAKE REPLICAS AND UNAUTHORIZED DUPLICATIONS ACT OF 2024 (NO AI FRAUD ACT).",2024-03-08,True,True,False,False,False,,,
AK_[33]_HB-358,gpt-3.5-turbo-0125,33,['bill'],Alaska,AK,House,An Act relating to use of artificial intelligence to create or alter a representation of the voice or likeness of an individual.,2024-02-20,True,True,False,False,False,,,
AK_[33]_HB-370,gpt-3.5-turbo-0125,33,['bill'],Alaska,AK,House,An Act repealing the implementation of the federal REAL ID Act of 2005; relating to identification cards; relating to drivers' licenses; and providing for an effective date.,2024-02-20,True,False,False,False,False,,,
AK_[33]_HB-352,gpt-3.5-turbo-0125,33,['bill'],Alaska,AK,House,An Act relating to the definition of 'person'; and providing for an effective date.,2024-02-20,True,True,False,False,False,,,
CA_[20232024]_AB-2652,gpt-3.5-turbo-0125,20232024,['bill'],California,CA,Assembly,State Department of Education: artificial intelligence working group.,2024-02-14,True,True,False,False,False,,,
CA_[20232024]_AB-2370,gpt-3.5-turbo-0125,20232024,['bill'],California,CA,Assembly,Community colleges: faculty: artificial intelligence.,2024-02-12,True,True,False,False,False,,,
CA_[20232024]_AB-2355,gpt-3.5-turbo-0125,20232024,['bill'],California,CA,Assembly,Political advertisements: artificial intelligence.,2024-02-12,True,True,False,False,False,,,
CA_[20232024]_AB-1721,gpt-3.5-turbo-0125,20232024,['bill'],California,CA,Assembly,Crimes: false depictions.,2023-02-17,True,False,False,False,False,,,
CA_[20232024]_AB-2885,gpt-3.5-turbo-0125,20232024,['bill'],California,CA,Assembly,Artificial intelligence.,2024-02-15,True,True,False,False,False,,,
CA_[20232024]_SB-1120,gpt-3.5-turbo-0125,20232024,['bill'],California,CA,Senate,Health care coverage: utilization review.,2024-02-13,True,True,True,False,False,,"this bill would require a health care service plan or health insurer to ensure that a licensed physician supervises the use of artificial intelligence decisionmaking tools when those tools are used to inform decisions to approve, modify, or deny requests by providers for authorization prior to, or concurrent with, the provision of health care services to enrollees or insureds.",
CA_[20232024]_AB-2602,gpt-3.5-turbo-0125,20232024,['bill'],California,CA,Assembly,Contracts against public policy: personal or professional services: digital replicas.,2024-02-14,True,False,False,False,False,,,
CA_[20232024]_SB-1288,gpt-3.5-turbo-0125,20232024,['bill'],California,CA,Senate,Public schools: artificial intelligence working group.,2024-02-15,True,True,False,False,False,,,
CA_[20232024]_AB-2839,gpt-3.5-turbo-0125,20232024,['bill'],California,CA,Assembly,Elections: deceptive media in advertisements.,2024-02-15,True,True,True,False,False,,"this bill would prohibit a person, committee, or other entity from knowingly distributing an advertisement or other election communication, as defined, that contains certain materially deceptive and digitally altered or digitally created images or audio or video files, as defined, with the intent to influence an election or solicit funds for a candidate or campaign, subject to specified exemptions.",
CA_[20232024]_AB-2811,gpt-3.5-turbo-0125,20232024,['bill'],California,CA,Assembly,Artificial intelligence: legal professionals.,2024-02-15,True,True,False,False,False,,,
CA_[20232024]_AB-3095,gpt-3.5-turbo-0125,20232024,['bill'],California,CA,Assembly,Artificial intelligence.,2024-02-16,True,True,False,False,False,,,
CA_[20232024]_AB-2930,gpt-3.5-turbo-0125,20232024,['bill'],California,CA,Assembly,Automated decision tools.,2024-02-15,True,True,True,False,False,,"this bill would authorize certain public attorneys, including the attorney general, to bring a civil action against a deployer or developer for a violation of the bill and would authorize a court to award, only in an action for a violation involving algorithmic discrimination, a civil penalty of $25,000 per violation.",
CA_[20232024]_AB-3058,gpt-3.5-turbo-0125,20232024,['bill'],California,CA,Assembly,Universal basic income: employment replaced by artificial intelligence.,2024-02-16,True,True,False,False,False,,,
CA_[20232024]_AB-3050,gpt-3.5-turbo-0125,20232024,['bill'],California,CA,Assembly,Artificial intelligence.,2024-02-16,True,True,True,False,False,,"this bill would require the department of technology to issue regulations to establish standards for watermarks to be included in covered ai-generated material, as defined. the bill would require the department's standard to, at minimum, require an ai-generating entity to include digital content provenance in the watermarks.",
CA_[20232024]_AB-3204,gpt-3.5-turbo-0125,20232024,['bill'],California,CA,Assembly,Data digesters.,2024-02-16,True,True,False,False,False,,,
CA_[20232024]_AB-1856,gpt-3.5-turbo-0125,20232024,['bill'],California,CA,Assembly,Disorderly conduct: distribution of intimate images.,2024-01-18,True,False,False,False,False,,,
CA_[20232024]_SB-1235,gpt-3.5-turbo-0125,20232024,['bill'],California,CA,Senate,Public postsecondary education: Artificial Intelligence and Deepfake Working Group.,2024-02-15,True,True,False,False,False,,,
CA_[20232024]_SB-1229,gpt-3.5-turbo-0125,20232024,['bill'],California,CA,Senate,Insurance disclosures.,2024-02-15,True,True,False,False,False,,,
CA_[20232024]_AB-2876,gpt-3.5-turbo-0125,20232024,['bill'],California,CA,Assembly,Pupil instruction: media literacy: artificial intelligence literacy: curriculum frameworks: instructional materials.,2024-02-15,True,True,False,False,False,,,
RI_[2023]_SB-146,gpt-3.5-turbo-0125,2023,['bill'],Rhode Island,RI,Senate,"AN ACT RELATING TO STATE AFFAIRS AND GOVERNMENT -- VIDEO LOTTERY GAMES, TABLE GAMES AND SPORTS WAGERING -- THE RHODE ISLAND CONSUMER PROTECTION GAMING ACT (Prohibits the use of facial recognition technology and biometric recognition technology in video-lottery terminals at pari-mutuel licensees in the state or in online betting applications.)",2023-02-01,True,True,False,False,False,,,
RI_[2023]_SB-117,gpt-3.5-turbo-0125,2023,['bill'],Rhode Island,RI,Senate,AN ACT RELATING TO STATE AFFAIRS AND GOVERNMENT -- COMMISSION TO MONITOR THE USE OF ARTIFICIAL INTELLIGENCE IN STATE GOVERNMENT (Establishes a commission to study the use of artificial intelligence in the decision-making process of state government.),2023-02-01,True,True,True,False,False,,establishes a commission to study the use of artificial intelligence in the decision-making process of state government.,
RI_[2023]_HB-6285,gpt-3.5-turbo-0125,2023,['bill'],Rhode Island,RI,House,AN ACT RELATING TO BUSINESSES AND PROFESSIONS -- MENTAL HEALTH COUNSELORS AND MARRIAGE AND FAMILY THERAPISTS (Defines artificial intelligence and regulate its use in providing mental health services.),2023-04-19,True,True,False,False,False,,,
RI_[2023]_HB-6286,gpt-3.5-turbo-0125,2023,['bill'],Rhode Island,RI,House,"AN ACT RELATING TO COMMERCIAL LAW - GENERAL REGULATORY PROVISIONS -- GENERATIVE ARTIFICIAL INTELLIGENCE MODELS (Authorizes the office of attorney general to promulgate adopt and enforce rules and regulations concerning generative artificial intelligence models, such as ChatGPT, in order to protect the public's safety, privacy, and intellectual property rights.)",2023-04-19,True,False,False,False,False,,,
RI_[2023]_HB-6423,gpt-3.5-turbo-0125,2023,['bill'],Rhode Island,RI,House,AN ACT RESPECTFULLY REQUESTING THE DEPARTMENT OF ADMINISTRATION AND THE OFFICE OF INFORMATION TECHNOLOGY TO REVIEW AND EVALUATE THE USE AND DEVELOPMENT OF ARTIFICIAL INTELLIGENCE (AI) AND AUTOMATED DECISION SYSTEMS AND PROVIDE RECOMMENDATIONS REGARDING ONGOING AND UPCOMING PLANS TO EXPAND THEIR USE AND CURRENT SECURITY AND IMPLEMENTATION PROCEDURES,2023-05-19,True,True,True,False,False,,an act respectfully requesting the department of administration and the office of information technology to review and evaluate the use and development of artificial intelligence (ai) and automated decision systems and provide recommendations regarding ongoing and upcoming plans to expand their use and current security and implementation procedures,
RI_[2023]_HR-6423,gpt-3.5-turbo-0125,2023,['resolution'],Rhode Island,RI,House,HOUSE RESOLUTION RESPECTFULLY REQUESTING THE DEPARTMENT OF ADMINISTRATION AND THE OFFICE OF INFORMATION TECHNOLOGY TO REVIEW AND EVALUATE THE USE AND DEVELOPMENT OF ARTIFICIAL INTELLIGENCE (AI) AND AUTOMATED DECISION SYSTEMS AND PROVIDE RECOMMENDATIONS REGARDING ONGOING AND UPCOMING PLANS TO EXPAND THEIR USE AND CURRENT SECURITY AND IMPLEMENTATION PROCEDURES,2023-05-19,True,True,True,False,False,,"requests the department of administration and the ri division of information technology report the extent of algorithmic decision-making used by the state of rhode island and the progress made toward implementing any recommendations previously issued; how automated decision systems are validated, tested, and evaluated including for the effects of racial, gender, and other biases that are unknown to be perpetuated by ai technology; and all matters related to data sources, data sharing agreements, and data security provisions;",
RI_[2024]_SB-2540,gpt-3.5-turbo-0125,2024,['bill'],Rhode Island,RI,Senate,AN ACT RELATING TO HEALTH AND SAFETY -- THE RHODE ISLAND CLEAN AIR PRESERVATION ACT,2024-03-01,True,True,False,False,False,,,
RI_[2024]_SB-2456,gpt-3.5-turbo-0125,2024,['bill'],Rhode Island,RI,Senate,AN ACT RELATING TO ELECTIONS -- DECEPTIVE AND FRAUDULENT SYNTHETIC MEDIA IN ELECTION COMMUNICATIONS,2024-02-12,True,True,False,False,False,,,
